session_id,station_id,vehicle_id,start_time,end_time,energy_kwh,cost
325,ST001,V107,2025-04-04 02:36:00,2025-04-04 03:07:00,10.48,157.2
326,ST004,V128,2025-04-08 03:13:00,2025-04-08 04:18:00,12.68,190.2
327,ST003,V148,2025-04-07 21:49:00,2025-04-07 22:25:00,19.67,295.05
328,ST004,V104,2025-04-07 12:21:00,2025-04-07 12:53:00,22.14,332.1
329,ST001,V125,2025-04-07 10:46:00,2025-04-07 11:26:00,19.57,293.55
330,ST001,V150,2025-04-01 19:42:00,2025-04-01 21:16:00,19.27,289.05
331,ST005,V149,2025-04-09 22:11:00,2025-04-09 23:23:00,12.42,186.3
332,ST002,V158,2025-04-10 05:23:00,2025-04-10 06:07:00,24.67,370.05
333,ST003,V180,2025-04-09 09:48:00,2025-04-09 10:38:00,11.46,171.9
334,ST005,V035,2025-04-09 21:21:00,2025-04-09 22:31:00,21.82,327.3
335,ST003,V037,2025-04-06 22:58:00,2025-04-07 00:11:00,15.11,226.65
336,ST003,V173,2025-04-10 01:29:00,2025-04-10 02:02:00,11.39,170.85
337,ST003,V045,2025-04-03 16:23:00,2025-04-03 17:06:00,14.45,216.75
338,ST003,V034,2025-04-06 21:39:00,2025-04-06 22:51:00,24.54,368.1
339,ST004,V145,2025-04-04 18:23:00,2025-04-04 19:33:00,22.63,339.45
340,ST001,V066,2025-04-02 16:40:00,2025-04-02 18:32:00,18.76,281.4
341,ST005,V126,2025-04-02 18:54:00,2025-04-02 19:28:00,16.0,240.0
342,ST002,V193,2025-04-01 21:58:00,2025-04-01 23:45:00,10.66,159.9
343,ST005,V079,2025-04-08 11:40:00,2025-04-08 13:39:00,15.19,227.85
344,ST004,V191,2025-04-02 05:15:00,2025-04-02 06:25:00,22.52,337.8
345,ST002,V066,2025-04-05 06:57:00,2025-04-05 08:39:00,14.77,221.55
346,ST004,V004,2025-04-09 11:40:00,2025-04-09 12:37:00,21.65,324.75
347,ST005,V020,2025-04-01 03:10:00,2025-04-01 04:43:00,23.23,348.45
348,ST004,V108,2025-04-09 07:48:00,2025-04-09 09:02:00,22.26,333.9
349,ST002,V170,2025-04-05 14:54:00,2025-04-05 16:28:00,18.1,271.5
350,ST004,V181,2025-04-03 08:17:00,2025-04-03 09:27:00,17.78,266.7
351,ST001,V181,2025-04-04 22:05:00,2025-04-04 22:37:00,10.63,159.45
352,ST005,V079,2025-04-06 22:23:00,2025-04-06 22:54:00,14.12,211.8
353,ST002,V124,2025-04-10 17:10:00,2025-04-10 18:38:00,14.8,222.0
354,ST002,V193,2025-04-07 22:39:00,2025-04-08 00:37:00,10.0,150.0
355,ST002,V190,2025-04-02 09:03:00,2025-04-02 10:44:00,17.93,268.95
356,ST003,V159,2025-04-01 10:25:00,2025-04-01 11:47:00,16.27,244.05
357,ST003,V076,2025-04-05 15:11:00,2025-04-05 16:14:00,16.26,243.9
358,ST002,V105,2025-04-09 15:59:00,2025-04-09 16:52:00,22.65,339.75
359,ST003,V094,2025-04-07 13:17:00,2025-04-07 14:00:00,18.75,281.25
360,ST003,V027,2025-04-07 23:46:00,2025-04-08 00:41:00,13.97,209.55
361,ST002,V162,2025-04-05 19:42:00,2025-04-05 21:14:00,16.34,245.1
362,ST004,V120,2025-04-09 08:11:00,2025-04-09 09:50:00,16.88,253.2
363,ST001,V135,2025-04-05 02:58:00,2025-04-05 04:55:00,22.61,339.15
364,ST002,V097,2025-04-04 01:02:00,2025-04-04 02:31:00,22.27,334.05
365,ST005,V054,2025-04-03 04:26:00,2025-04-03 05:14:00,22.45,336.75
366,ST005,V092,2025-04-05 12:37:00,2025-04-05 13:32:00,12.1,181.5
367,ST004,V158,2025-04-01 04:44:00,2025-04-01 05:38:00,15.43,231.45
368,ST001,V140,2025-04-05 22:28:00,2025-04-05 23:43:00,24.96,374.4
369,ST003,V176,2025-04-02 04:26:00,2025-04-02 05:44:00,22.44,336.6
370,ST002,V145,2025-04-03 17:06:00,2025-04-03 18:10:00,22.68,340.2
371,ST005,V174,2025-04-02 09:47:00,2025-04-02 10:43:00,17.61,264.15
372,ST004,V062,2025-04-01 14:25:00,2025-04-01 14:55:00,22.13,331.95
373,ST003,V143,2025-04-02 02:27:00,2025-04-02 04:15:00,24.66,369.9
374,ST005,V052,2025-04-04 23:10:00,2025-04-05 00:51:00,11.76,176.4
375,ST001,V147,2025-04-06 17:45:00,2025-04-06 18:52:00,17.28,259.2
376,ST003,V155,2025-04-10 11:00:00,2025-04-10 11:40:00,16.5,247.5
377,ST001,V146,2025-04-06 02:55:00,2025-04-06 03:55:00,24.27,364.05
378,ST004,V070,2025-04-06 05:19:00,2025-04-06 05:57:00,11.13,166.95
379,ST001,V081,2025-04-07 10:50:00,2025-04-07 12:16:00,24.21,363.15
380,ST003,V033,2025-04-01 21:28:00,2025-04-01 23:23:00,10.79,161.85
381,ST001,V031,2025-04-10 17:31:00,2025-04-10 19:19:00,24.81,372.15
382,ST003,V004,2025-04-04 19:23:00,2025-04-04 20:34:00,14.0,210.0
383,ST004,V170,2025-04-04 21:19:00,2025-04-04 22:22:00,16.62,249.3
384,ST002,V092,2025-04-05 06:12:00,2025-04-05 07:12:00,17.12,256.8
385,ST001,V155,2025-04-07 07:18:00,2025-04-07 07:50:00,21.92,328.8
386,ST004,V035,2025-04-01 02:02:00,2025-04-01 02:38:00,10.51,157.65
387,ST004,V199,2025-04-08 23:17:00,2025-04-09 00:14:00,19.28,289.2
388,ST001,V143,2025-04-09 19:06:00,2025-04-09 20:00:00,11.61,174.15
389,ST005,V046,2025-04-09 15:57:00,2025-04-09 17:30:00,14.14,212.1
390,ST003,V119,2025-04-07 17:57:00,2025-04-07 19:53:00,24.94,374.1
391,ST003,V048,2025-04-03 19:32:00,2025-04-03 21:09:00,21.55,323.25
392,ST001,V137,2025-04-03 21:50:00,2025-04-03 22:49:00,13.64,204.6
393,ST002,V153,2025-04-09 10:00:00,2025-04-09 10:35:00,21.99,329.85
394,ST005,V146,2025-04-09 07:09:00,2025-04-09 07:56:00,23.84,357.6
395,ST002,V079,2025-04-03 11:00:00,2025-04-03 11:31:00,16.78,251.7
396,ST003,V164,2025-04-02 00:14:00,2025-04-02 02:14:00,10.1,151.5
397,ST003,V177,2025-04-09 16:51:00,2025-04-09 18:23:00,17.22,258.3
398,ST004,V004,2025-04-02 07:59:00,2025-04-02 09:15:00,10.29,154.35
399,ST003,V172,2025-04-02 05:24:00,2025-04-02 06:37:00,11.98,179.7
400,ST004,V055,2025-04-03 14:06:00,2025-04-03 15:29:00,15.98,239.7
401,ST001,V097,2025-04-05 13:06:00,2025-04-05 13:38:00,19.87,298.05
402,ST003,V010,2025-04-08 07:36:00,2025-04-08 08:16:00,11.49,172.35
403,ST001,V030,2025-04-10 08:55:00,2025-04-10 09:47:00,13.16,197.4
404,ST001,V040,2025-04-02 11:54:00,2025-04-02 13:32:00,14.73,220.95
405,ST002,V159,2025-04-06 08:31:00,2025-04-06 09:54:00,17.59,263.85
406,ST004,V025,2025-04-04 22:39:00,2025-04-05 00:23:00,18.82,282.3
407,ST002,V017,2025-04-04 18:27:00,2025-04-04 19:59:00,20.53,307.95
408,ST004,V097,2025-04-05 03:02:00,2025-04-05 04:05:00,21.65,324.75
409,ST003,V064,2025-04-10 00:06:00,2025-04-10 01:10:00,18.89,283.35
410,ST004,V140,2025-04-05 02:29:00,2025-04-05 04:05:00,10.38,155.7
411,ST005,V103,2025-04-10 20:56:00,2025-04-10 22:35:00,19.69,295.35
412,ST001,V157,2025-04-09 06:00:00,2025-04-09 07:05:00,17.45,261.75
413,ST001,V079,2025-04-07 09:21:00,2025-04-07 10:35:00,19.07,286.05
414,ST003,V061,2025-04-04 06:49:00,2025-04-04 07:48:00,15.94,239.1
415,ST001,V102,2025-04-09 08:22:00,2025-04-09 09:44:00,21.29,319.35
416,ST003,V138,2025-04-08 18:12:00,2025-04-08 20:11:00,14.4,216.0
417,ST003,V061,2025-04-07 00:46:00,2025-04-07 01:32:00,21.74,326.1
418,ST004,V113,2025-04-04 13:22:00,2025-04-04 14:54:00,12.3,184.5
419,ST004,V006,2025-04-05 23:41:00,2025-04-06 01:08:00,20.87,313.05
420,ST002,V060,2025-04-01 07:48:00,2025-04-01 08:33:00,16.34,245.1
421,ST001,V187,2025-04-03 01:02:00,2025-04-03 01:34:00,20.56,308.4
422,ST005,V159,2025-04-01 09:08:00,2025-04-01 10:52:00,22.62,339.3
423,ST002,V044,2025-04-03 12:37:00,2025-04-03 13:14:00,24.15,362.25
424,ST004,V090,2025-04-02 22:52:00,2025-04-02 23:32:00,13.16,197.4
425,ST003,V070,2025-04-05 16:01:00,2025-04-05 16:53:00,12.3,184.5
426,ST001,V070,2025-04-02 05:18:00,2025-04-02 05:53:00,18.89,283.35
427,ST004,V101,2025-04-10 21:14:00,2025-04-10 22:33:00,18.18,272.7
428,ST002,V067,2025-04-01 02:21:00,2025-04-01 03:13:00,17.59,263.85
429,ST002,V171,2025-04-06 15:14:00,2025-04-06 16:41:00,23.38,350.7
430,ST004,V008,2025-04-02 13:51:00,2025-04-02 14:59:00,22.32,334.8
431,ST002,V055,2025-04-03 14:00:00,2025-04-03 15:00:00,14.46,216.9
432,ST001,V115,2025-04-09 05:27:00,2025-04-09 07:20:00,15.36,230.4
433,ST001,V033,2025-04-05 11:34:00,2025-04-05 13:06:00,24.91,373.65
434,ST003,V041,2025-04-01 13:07:00,2025-04-01 14:45:00,19.27,289.05
435,ST004,V044,2025-04-02 21:10:00,2025-04-02 22:43:00,10.88,163.2
436,ST004,V001,2025-04-03 15:00:00,2025-04-03 16:38:00,21.35,320.25
437,ST002,V159,2025-04-03 21:38:00,2025-04-03 23:15:00,20.48,307.2
438,ST005,V007,2025-04-04 13:48:00,2025-04-04 15:32:00,13.68,205.2
439,ST005,V193,2025-04-03 18:15:00,2025-04-03 19:16:00,18.4,276.0
440,ST004,V013,2025-04-03 03:35:00,2025-04-03 04:32:00,11.11,166.65
441,ST002,V161,2025-04-07 08:59:00,2025-04-07 10:13:00,22.61,339.15
442,ST003,V073,2025-04-06 20:31:00,2025-04-06 21:44:00,19.88,298.2
443,ST003,V068,2025-04-10 18:17:00,2025-04-10 18:58:00,10.66,159.9
444,ST002,V132,2025-04-01 10:59:00,2025-04-01 12:38:00,19.48,292.2
445,ST002,V093,2025-04-08 12:24:00,2025-04-08 13:12:00,12.7,190.5
446,ST004,V119,2025-04-04 18:08:00,2025-04-04 19:03:00,16.12,241.8
447,ST002,V124,2025-04-08 23:40:00,2025-04-09 00:27:00,19.77,296.55
448,ST001,V132,2025-04-01 12:56:00,2025-04-01 13:49:00,14.11,211.65
449,ST002,V142,2025-04-03 16:13:00,2025-04-03 17:46:00,20.33,304.95
450,ST003,V052,2025-04-04 12:54:00,2025-04-04 14:14:00,23.31,349.65
451,ST005,V193,2025-04-01 04:01:00,2025-04-01 05:08:00,15.23,228.45
452,ST004,V126,2025-04-10 17:43:00,2025-04-10 18:55:00,14.4,216.0
453,ST005,V118,2025-04-02 08:02:00,2025-04-02 09:08:00,23.9,358.5
454,ST005,V119,2025-04-08 14:10:00,2025-04-08 15:34:00,18.46,276.9
455,ST002,V052,2025-04-03 23:59:00,2025-04-04 01:13:00,24.02,360.3
456,ST005,V053,2025-04-08 07:36:00,2025-04-08 08:24:00,17.04,255.6
457,ST001,V154,2025-04-05 05:24:00,2025-04-05 06:56:00,16.19,242.85
458,ST003,V098,2025-04-02 10:51:00,2025-04-02 11:28:00,24.97,374.55
459,ST001,V003,2025-04-01 12:44:00,2025-04-01 14:32:00,21.91,328.65
460,ST005,V042,2025-04-09 01:32:00,2025-04-09 03:28:00,16.71,250.65
461,ST004,V022,2025-04-02 15:42:00,2025-04-02 16:59:00,11.19,167.85
462,ST002,V191,2025-04-08 03:07:00,2025-04-08 03:45:00,22.09,331.35
463,ST003,V116,2025-04-05 02:31:00,2025-04-05 04:28:00,19.48,292.2
464,ST003,V002,2025-04-01 17:31:00,2025-04-01 18:08:00,10.79,161.85
465,ST002,V004,2025-04-06 22:01:00,2025-04-06 23:41:00,17.84,267.6
466,ST003,V120,2025-04-09 02:52:00,2025-04-09 04:17:00,12.31,184.65
467,ST001,V151,2025-04-03 17:29:00,2025-04-03 18:54:00,24.0,360.0
468,ST001,V161,2025-04-10 10:00:00,2025-04-10 10:56:00,18.26,273.9
469,ST005,V018,2025-04-10 20:24:00,2025-04-10 21:08:00,16.71,250.65
470,ST001,V126,2025-04-09 04:06:00,2025-04-09 05:13:00,22.13,331.95
471,ST005,V142,2025-04-05 21:40:00,2025-04-05 22:53:00,17.8,267.0
472,ST003,V167,2025-04-07 13:50:00,2025-04-07 15:08:00,24.28,364.2
473,ST002,V195,2025-04-07 02:42:00,2025-04-07 03:31:00,16.93,253.95
474,ST002,V106,2025-04-05 17:25:00,2025-04-05 19:19:00,11.14,167.1
475,ST001,V166,2025-04-09 12:54:00,2025-04-09 14:35:00,12.68,190.2
476,ST002,V047,2025-04-07 13:36:00,2025-04-07 14:27:00,22.43,336.45
477,ST001,V121,2025-04-07 22:03:00,2025-04-07 22:58:00,12.19,182.85
478,ST004,V190,2025-04-08 08:47:00,2025-04-08 10:14:00,23.62,354.3
479,ST003,V140,2025-04-10 07:51:00,2025-04-10 08:37:00,23.62,354.3
480,ST004,V009,2025-04-02 22:33:00,2025-04-02 23:42:00,24.59,368.85
481,ST003,V131,2025-04-01 13:44:00,2025-04-01 15:23:00,23.43,351.45
482,ST004,V070,2025-04-08 05:36:00,2025-04-08 06:09:00,10.97,164.55
483,ST002,V045,2025-04-04 20:59:00,2025-04-04 22:39:00,22.14,332.1
484,ST005,V014,2025-04-05 01:05:00,2025-04-05 02:24:00,23.52,352.8
485,ST002,V099,2025-04-07 22:15:00,2025-04-07 23:49:00,24.24,363.6
486,ST001,V103,2025-04-08 10:54:00,2025-04-08 11:58:00,16.28,244.2
487,ST002,V012,2025-04-10 20:06:00,2025-04-10 21:03:00,19.27,289.05
488,ST002,V041,2025-04-05 08:21:00,2025-04-05 09:50:00,12.53,187.95
489,ST002,V079,2025-04-10 09:05:00,2025-04-10 10:08:00,12.3,184.5
490,ST005,V193,2025-04-08 19:39:00,2025-04-08 21:33:00,21.29,319.35
491,ST005,V148,2025-04-02 00:14:00,2025-04-02 01:28:00,10.08,151.2
492,ST005,V153,2025-04-10 15:36:00,2025-04-10 16:17:00,17.35,260.25
493,ST005,V086,2025-04-06 11:38:00,2025-04-06 13:01:00,14.11,211.65
494,ST004,V088,2025-04-05 10:46:00,2025-04-05 12:11:00,18.21,273.15
495,ST001,V032,2025-04-04 05:23:00,2025-04-04 06:11:00,24.64,369.6
496,ST004,V062,2025-04-04 23:54:00,2025-04-05 00:48:00,11.56,173.4
497,ST001,V147,2025-04-04 10:43:00,2025-04-04 11:15:00,12.27,184.05
498,ST002,V179,2025-04-03 21:45:00,2025-04-03 22:16:00,11.92,178.8
499,ST005,V048,2025-04-02 14:22:00,2025-04-02 15:15:00,17.72,265.8
500,ST004,V130,2025-04-07 09:27:00,2025-04-07 10:27:00,11.0,165.0
501,ST001,V029,2025-04-01 13:57:00,2025-04-01 15:11:00,20.87,313.05
502,ST005,V059,2025-04-05 12:25:00,2025-04-05 14:05:00,10.19,152.85
503,ST002,V004,2025-04-07 09:14:00,2025-04-07 10:42:00,14.99,224.85
504,ST004,V095,2025-04-03 04:40:00,2025-04-03 05:25:00,21.89,328.35
505,ST005,V064,2025-04-05 14:45:00,2025-04-05 16:08:00,24.71,370.65
506,ST001,V196,2025-04-07 04:04:00,2025-04-07 05:11:00,23.27,349.05
507,ST005,V075,2025-04-07 00:01:00,2025-04-07 01:20:00,17.08,256.2
508,ST002,V087,2025-04-02 06:52:00,2025-04-02 08:24:00,16.0,240.0
509,ST004,V117,2025-04-07 08:48:00,2025-04-07 09:40:00,10.69,160.35
510,ST005,V030,2025-04-09 01:56:00,2025-04-09 03:53:00,11.32,169.8
511,ST002,V009,2025-04-06 10:55:00,2025-04-06 12:15:00,13.97,209.55
512,ST005,V062,2025-04-07 15:36:00,2025-04-07 16:11:00,16.19,242.85
513,ST002,V139,2025-04-08 23:27:00,2025-04-09 00:40:00,19.97,299.55
514,ST003,V096,2025-04-05 04:09:00,2025-04-05 05:45:00,13.41,201.15
515,ST002,V134,2025-04-08 20:21:00,2025-04-08 21:36:00,16.74,251.1
516,ST005,V161,2025-04-01 16:06:00,2025-04-01 17:53:00,14.95,224.25
517,ST001,V068,2025-04-06 09:27:00,2025-04-06 10:45:00,23.09,346.35
518,ST002,V001,2025-04-06 22:47:00,2025-04-07 00:36:00,16.12,241.8
519,ST002,V144,2025-04-05 18:59:00,2025-04-05 20:49:00,13.08,196.2
520,ST001,V020,2025-04-05 16:00:00,2025-04-05 16:46:00,19.74,296.1
521,ST001,V156,2025-04-02 02:13:00,2025-04-02 03:19:00,12.75,191.25
522,ST004,V116,2025-04-08 06:12:00,2025-04-08 06:54:00,15.33,229.95
523,ST004,V105,2025-04-10 16:37:00,2025-04-10 18:05:00,19.41,291.15
524,ST004,V032,2025-04-04 02:04:00,2025-04-04 03:19:00,11.1,166.5
525,ST003,V099,2025-04-10 04:55:00,2025-04-10 06:03:00,17.17,257.55
526,ST001,V194,2025-04-09 00:14:00,2025-04-09 01:35:00,14.66,219.9
527,ST004,V082,2025-04-05 03:43:00,2025-04-05 04:59:00,23.01,345.15
528,ST004,V135,2025-04-03 16:16:00,2025-04-03 17:24:00,16.87,253.05
529,ST002,V012,2025-04-02 09:51:00,2025-04-02 11:13:00,19.15,287.25
530,ST001,V104,2025-04-06 07:15:00,2025-04-06 07:56:00,22.0,330.0
531,ST001,V085,2025-04-06 01:41:00,2025-04-06 03:07:00,20.87,313.05
532,ST005,V089,2025-04-04 02:11:00,2025-04-04 03:05:00,24.79,371.85
533,ST003,V010,2025-04-09 20:13:00,2025-04-09 21:52:00,23.35,350.25
534,ST002,V175,2025-04-09 18:39:00,2025-04-09 20:37:00,22.35,335.25
535,ST002,V097,2025-04-01 00:20:00,2025-04-01 01:51:00,11.48,172.2
536,ST004,V165,2025-04-05 13:56:00,2025-04-05 14:26:00,21.49,322.35
537,ST002,V123,2025-04-09 05:57:00,2025-04-09 07:55:00,14.4,216.0
538,ST004,V047,2025-04-07 10:19:00,2025-04-07 12:10:00,14.54,218.1
539,ST003,V019,2025-04-08 04:49:00,2025-04-08 05:38:00,15.2,228.0
540,ST003,V010,2025-04-02 05:13:00,2025-04-02 06:24:00,20.13,301.95
541,ST003,V034,2025-04-03 23:54:00,2025-04-04 00:48:00,12.28,184.2
542,ST002,V164,2025-04-03 18:37:00,2025-04-03 19:54:00,12.86,192.9
543,ST004,V175,2025-04-09 03:35:00,2025-04-09 04:13:00,21.1,316.5
544,ST003,V125,2025-04-01 20:01:00,2025-04-01 21:44:00,21.49,322.35
545,ST004,V170,2025-04-01 19:44:00,2025-04-01 20:38:00,23.83,357.45
546,ST003,V141,2025-04-01 20:50:00,2025-04-01 22:29:00,15.83,237.45
547,ST005,V001,2025-04-09 09:25:00,2025-04-09 10:14:00,16.31,244.65
548,ST004,V124,2025-04-05 04:47:00,2025-04-05 05:18:00,22.63,339.45
549,ST003,V199,2025-04-01 03:27:00,2025-04-01 05:01:00,20.71,310.65
550,ST002,V012,2025-04-09 11:55:00,2025-04-09 13:49:00,16.52,247.8
551,ST005,V099,2025-04-06 05:05:00,2025-04-06 06:19:00,15.66,234.9
552,ST005,V153,2025-04-04 22:38:00,2025-04-04 23:15:00,14.82,222.3
553,ST005,V181,2025-04-08 23:46:00,2025-04-09 00:36:00,16.65,249.75
554,ST003,V067,2025-04-04 17:27:00,2025-04-04 18:43:00,24.52,367.8
555,ST004,V191,2025-04-08 06:40:00,2025-04-08 07:43:00,15.78,236.7
556,ST001,V182,2025-04-09 01:11:00,2025-04-09 01:48:00,24.84,372.6
557,ST004,V198,2025-04-05 09:01:00,2025-04-05 10:53:00,13.17,197.55
558,ST003,V077,2025-04-01 23:35:00,2025-04-02 00:35:00,20.28,304.2
559,ST004,V140,2025-04-09 07:56:00,2025-04-09 09:51:00,22.06,330.9
560,ST003,V074,2025-04-02 19:34:00,2025-04-02 21:33:00,11.17,167.55
561,ST003,V068,2025-04-10 21:42:00,2025-04-10 22:51:00,22.6,339.0
562,ST001,V033,2025-04-04 00:36:00,2025-04-04 01:46:00,22.02,330.3
563,ST004,V139,2025-04-09 05:17:00,2025-04-09 06:51:00,19.67,295.05
564,ST003,V105,2025-04-05 21:25:00,2025-04-05 22:34:00,19.0,285.0
565,ST004,V083,2025-04-02 03:09:00,2025-04-02 04:07:00,16.71,250.65
566,ST003,V050,2025-04-04 00:12:00,2025-04-04 02:11:00,20.65,309.75
567,ST003,V125,2025-04-10 08:49:00,2025-04-10 09:20:00,11.26,168.9
568,ST004,V174,2025-04-03 21:06:00,2025-04-03 23:01:00,13.38,200.7
569,ST005,V051,2025-04-09 03:35:00,2025-04-09 04:48:00,16.98,254.7
570,ST005,V162,2025-04-05 21:04:00,2025-04-05 22:36:00,17.45,261.75
571,ST004,V068,2025-04-07 23:44:00,2025-04-08 00:14:00,13.09,196.35
572,ST003,V035,2025-04-08 03:02:00,2025-04-08 04:13:00,14.94,224.1
573,ST001,V178,2025-04-04 18:12:00,2025-04-04 19:30:00,21.09,316.35
574,ST005,V053,2025-04-06 03:35:00,2025-04-06 04:47:00,21.15,317.25
575,ST003,V041,2025-04-06 13:50:00,2025-04-06 15:20:00,23.3,349.5
576,ST001,V147,2025-04-03 22:16:00,2025-04-03 23:01:00,12.29,184.35
577,ST005,V128,2025-04-03 20:45:00,2025-04-03 21:36:00,20.17,302.55
578,ST002,V126,2025-04-10 08:34:00,2025-04-10 09:48:00,18.63,279.45
579,ST004,V009,2025-04-08 16:04:00,2025-04-08 17:31:00,24.32,364.8
580,ST004,V077,2025-04-10 16:01:00,2025-04-10 17:50:00,19.8,297.0
581,ST001,V071,2025-04-10 03:11:00,2025-04-10 04:39:00,14.8,222.0
582,ST001,V197,2025-04-10 16:37:00,2025-04-10 17:41:00,20.34,305.1
583,ST002,V029,2025-04-07 14:34:00,2025-04-07 16:16:00,15.94,239.1
584,ST004,V101,2025-04-01 19:22:00,2025-04-01 19:57:00,22.44,336.6
585,ST002,V164,2025-04-05 11:35:00,2025-04-05 13:00:00,16.23,243.45
586,ST003,V004,2025-04-09 19:26:00,2025-04-09 20:43:00,13.99,209.85
587,ST001,V082,2025-04-09 01:13:00,2025-04-09 02:04:00,15.54,233.1
588,ST005,V034,2025-04-08 15:20:00,2025-04-08 16:24:00,16.85,252.75
589,ST002,V127,2025-04-01 11:08:00,2025-04-01 12:34:00,16.98,254.7
590,ST003,V037,2025-04-01 01:32:00,2025-04-01 03:00:00,17.59,263.85
591,ST004,V026,2025-04-05 02:25:00,2025-04-05 04:23:00,10.19,152.85
592,ST002,V001,2025-04-03 01:42:00,2025-04-03 03:38:00,12.52,187.8
593,ST001,V079,2025-04-03 09:18:00,2025-04-03 10:28:00,23.4,351.0
594,ST005,V053,2025-04-04 03:20:00,2025-04-04 04:23:00,14.46,216.9
595,ST001,V169,2025-04-07 04:31:00,2025-04-07 05:05:00,22.07,331.05
596,ST005,V001,2025-04-03 20:56:00,2025-04-03 22:33:00,10.73,160.95
597,ST004,V044,2025-04-03 18:11:00,2025-04-03 19:45:00,21.65,324.75
598,ST005,V163,2025-04-07 21:10:00,2025-04-07 22:59:00,20.27,304.05
599,ST005,V090,2025-04-09 19:55:00,2025-04-09 21:38:00,10.61,159.15
600,ST003,V179,2025-04-03 15:36:00,2025-04-03 16:37:00,23.88,358.2
601,ST004,V066,2025-04-10 06:03:00,2025-04-10 07:01:00,22.52,337.8
602,ST004,V174,2025-04-07 08:49:00,2025-04-07 10:47:00,16.54,248.1
603,ST002,V175,2025-04-03 23:00:00,2025-04-04 00:25:00,20.86,312.9
604,ST004,V021,2025-04-01 21:46:00,2025-04-01 23:17:00,17.53,262.95
605,ST001,V087,2025-04-08 11:51:00,2025-04-08 13:39:00,19.78,296.7
606,ST003,V156,2025-04-03 23:33:00,2025-04-04 01:23:00,11.41,171.15
607,ST004,V052,2025-04-05 09:14:00,2025-04-05 10:15:00,11.04,165.6
608,ST005,V054,2025-04-10 19:36:00,2025-04-10 21:03:00,16.26,243.9
609,ST004,V110,2025-04-07 09:53:00,2025-04-07 11:35:00,10.67,160.05
610,ST005,V097,2025-04-05 15:58:00,2025-04-05 17:02:00,17.54,263.1
611,ST003,V101,2025-04-06 08:04:00,2025-04-06 09:30:00,23.68,355.2
612,ST005,V034,2025-04-03 18:07:00,2025-04-03 19:02:00,23.59,353.85
613,ST003,V097,2025-04-01 05:15:00,2025-04-01 06:40:00,16.89,253.35
614,ST003,V192,2025-04-01 01:16:00,2025-04-01 02:50:00,10.19,152.85
615,ST004,V134,2025-04-02 14:30:00,2025-04-02 16:02:00,16.85,252.75
616,ST002,V057,2025-04-06 03:06:00,2025-04-06 04:18:00,23.03,345.45
617,ST001,V165,2025-04-10 19:50:00,2025-04-10 20:41:00,16.02,240.3
618,ST005,V185,2025-04-08 15:26:00,2025-04-08 17:19:00,20.96,314.4
619,ST005,V106,2025-04-05 10:37:00,2025-04-05 12:33:00,11.25,168.75
620,ST005,V138,2025-04-03 07:22:00,2025-04-03 08:36:00,19.45,291.75
621,ST003,V183,2025-04-08 09:26:00,2025-04-08 11:11:00,10.27,154.05
622,ST003,V200,2025-04-10 04:16:00,2025-04-10 05:53:00,13.02,195.3
623,ST004,V071,2025-04-04 19:29:00,2025-04-04 20:43:00,17.74,266.1
624,ST002,V170,2025-04-04 02:35:00,2025-04-04 04:03:00,15.89,238.35
625,ST002,V062,2025-04-06 21:46:00,2025-04-06 23:38:00,17.26,258.9
626,ST001,V084,2025-04-10 19:41:00,2025-04-10 20:24:00,17.3,259.5
627,ST002,V056,2025-04-01 12:42:00,2025-04-01 14:27:00,19.66,294.9
628,ST005,V085,2025-04-01 08:15:00,2025-04-01 09:14:00,21.66,324.9
629,ST005,V022,2025-04-05 20:49:00,2025-04-05 21:55:00,13.24,198.6
630,ST005,V051,2025-04-02 15:22:00,2025-04-02 16:14:00,12.46,186.9
631,ST002,V080,2025-04-04 20:23:00,2025-04-04 21:47:00,22.55,338.25
632,ST002,V076,2025-04-05 11:04:00,2025-04-05 11:56:00,16.56,248.4
633,ST005,V025,2025-04-07 21:13:00,2025-04-07 22:24:00,14.82,222.3
634,ST003,V063,2025-04-05 16:22:00,2025-04-05 17:45:00,14.06,210.9
635,ST003,V030,2025-04-05 20:23:00,2025-04-05 22:16:00,17.56,263.4
636,ST002,V181,2025-04-09 00:41:00,2025-04-09 01:12:00,14.47,217.05
637,ST002,V083,2025-04-01 14:14:00,2025-04-01 16:02:00,20.07,301.05
638,ST004,V144,2025-04-03 07:48:00,2025-04-03 08:58:00,17.88,268.2
639,ST002,V016,2025-04-05 20:58:00,2025-04-05 21:39:00,12.93,193.95
640,ST005,V175,2025-04-09 06:38:00,2025-04-09 07:39:00,16.34,245.1
641,ST003,V038,2025-04-03 21:38:00,2025-04-03 22:48:00,17.17,257.55
642,ST002,V185,2025-04-07 04:26:00,2025-04-07 06:05:00,21.72,325.8
643,ST004,V038,2025-04-08 09:43:00,2025-04-08 10:26:00,15.46,231.9
644,ST001,V020,2025-04-05 16:10:00,2025-04-05 17:13:00,22.14,332.1
645,ST002,V148,2025-04-09 19:21:00,2025-04-09 20:05:00,21.82,327.3
646,ST004,V090,2025-04-10 00:08:00,2025-04-10 02:05:00,20.25,303.75
647,ST004,V195,2025-04-06 13:05:00,2025-04-06 13:56:00,19.73,295.95
648,ST004,V012,2025-04-07 03:10:00,2025-04-07 05:01:00,19.26,288.9
